CID,MW,MF,TPSA,XL,HAC,HBDC,HBAC,RBC,SMILES,Charge,CBUC
135592665,353.29,C16H11N5O5,130,1.8,26,2,7,3,C1OC2=C(O1)C=C(C(=C2)C=NNC3=NC4=CC=CC=C4C(=O)N3)[N+](=O)[O-],0,1
135591260,450.5,C23H22N4O4S,130,2.8,32,2,7,8,COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=O)CCCC3=NC4=CC=CC=C4C(=O)N3)OC,0,1
135590910,460.5,C19H24N8O4S,168,1.3,32,3,8,4,CN1C2=C(N=C1NN=CC3=C(N(C(=S)NC3=O)C4CCCCC4)O)N(C(=O)N(C2=O)C)C,0,1
135590381,420.2,C17H14BrN3O5,109,2.3,26,3,6,5,C1OC2=C(O1)C=C(C=C2)C(=O)NCC(=O)NN=CC3=C(C=CC(=C3)Br)O,0,1
135584609,341.19,C11H9BrN4O2S,104,2.7,19,1,6,2,CC1=C(C(=C2C3=C(C(=O)NN=N3)SC2=N1)COC)Br,0,1
135583711,396.9,C21H21ClN4O2,73.8,2.7,28,2,4,5,C1CCN(C1)C2=C(C=C(C=C2)Cl)NC(=O)CCC3=NC4=CC=CC=C4C(=O)N3,0,1
135583006,406.8,C18H15ClN2O5S,110,2.4,27,1,6,7,C1=CC=C2C(=C1)C(=NCCC(=O)OCC(=O)C3=CC=CC=C3Cl)NS2(=O)=O,0,1
135580037,317.21,C12H7N5O6,163,2.6,23,2,9,2,C1=CC(=C(C=C1[N+](=O)[O-])NC2=C(C=CC3=NON=C32)[N+](=O)[O-])O,0,1
135577542,277.7,C13H12ClN3O2,77.5,3,19,3,4,4,CC(=NNC1=CC(=C(C=C1)Cl)C(=O)O)C2=CC=CN2,0,1
135576624,362.32,C14H23N2O7P,132,NULL,24,4,9,4,COC1=CC(=CC(=C1O)OC)C=NN2CCCCC2.OP(=O)(O)O,0,2
135576476,374.4,C21H18N4O3,106,3.7,28,4,6,6,C1=CC(=CC(=C1)NN=CC2=CC=C(C=C2)O)C(=O)NN=CC3=CC=C(C=C3)O,0,1
135576363,297.78,C14H20ClN3O2,66.2,NULL,20,3,4,4,COC1=C(C=CC(=C1)C=NNC2=NCCCCC2)O.Cl,0,2
135562884,339.3,C18H17N3O4,83.7,2.1,25,1,6,4,CC1=NC2=CC=CC=C2C(=O)N1N=CC3=CC(=C(C(=C3)OC)O)OC,0,1
135560818,403.5,C19H21N3O5S,145,3.9,28,3,8,8,CCOC(=O)C1=C(SC(=C1C)C(=NNC2=CC=C(C=C2)C(=O)O)C)NC(=O)C,0,1
135558986,274.28,C13H14N4O3,94,1.1,20,3,5,3,CC(=NN(C)C1=CC=CC=C1)C2=C(NC(=O)NC2=O)O,0,1
135558950,366.4,C19H18N4O2S,115,4.1,26,3,6,5,CC1=CC=C(C=C1)C2=C(SC(=N2)NN=CC3=CC=C(C=C3)O)NC(=O)C,0,1
135558861,442.5,C20H18N4O4S2,157,3.3,30,1,9,5,COC1=CC=C(C=C1)N=C2C(=NC(=CC3=C(N(C(=S)S3)CC4CCCO4)O)O2)C#N,0,1
135558015,457.5,C18H15N7O4S2,195,0.7,31,3,9,6,C1=CC=NC(=C1)N2C3=C(C=N2)C(=O)NC(=N3)SCC(=O)NC4=CC=C(C=C4)S(=O)(=O)N,0,1
135555678,472.6,C23H28N4O5S,126,3.2,33,2,7,9,CCN(C1=CC=C(C=C1)NC(=O)COC(=O)C(C)N=C2C3=CC=CC=C3S(=O)(=O)N2)C(C)C,0,1
135555389,464.3,C17H10BrN3O4S2,156,4.8,27,1,7,3,C1=CC(=CC(=C1)Br)C=C2C(=O)N(C(=S)S2)N=CC3=C(C=CC(=C3)[N+](=O)[O-])O,0,1
135554597,274.28,C16H10N4O,78.1,1.6,21,1,4,2,C1=CC=C2C(=C1)C(=O)NC(=N2)C(=CC3=CC=NC=C3)C#N,0,1
135551023,429.5,C25H27N5O2,72,3.6,32,1,4,3,CC1=CC2=C(C=C1)NC3=C2C=NN(C3=O)CC(=O)N4CCN(CC4)C5=C(C=CC(=C5)C)C,0,1
135550902,327.4,C18H21N3O3,75.7,3.4,24,2,4,4,CC(C)(C)C1=CC2=C(C=C1)OCC(O2)C(=O)NN=CC3=CC=CN3,0,1
135550900,486.1,C17H14Br2N2O5,89.4,3.5,26,2,6,4,COC1=C(C(=C(C(=C1)C=NNC(=O)C2=CC3=C(C=C2)OCCO3)Br)Br)O,0,1
135549881,332.4,C16H20N4O2S,102,3.3,23,2,5,4,COC1=CC=CC(=C1O)C=NN2C(=NNC2=S)C3CCCCC3,0,1
135549849,293.27,C13H15N3O5,110,2.7,21,2,8,7,CC(=NO)C(=NNC1=CC=CC=C1C(=O)OC)C(=O)OC,0,1
135549825,343.4,C19H25N3O3,83,3.3,25,3,4,4,COC1=C(C=CC(=C1)C=NNC(=O)NC23CC4CC(C2)CC(C4)C3)O,0,1
135549787,457.4,C24H19N5O5,133,4,34,1,8,6,CC(=NOCC1=NC2=CC=CC=C2C(=O)N1N=CC3=C(C=CC(=C3)[N+](=O)[O-])O)C4=CC=CC=C4,0,1
135549775,407.5,C21H21N5O2S,113,2.9,29,2,6,4,C1CCN(C(C1)C2=CN=CC=C2)N=CC3=C(N(C(=S)NC3=O)C4=CC=CC=C4)O,0,1
135549771,329.4,C20H15N3O2,65.3,3.4,25,1,4,2,CC1=NC2=CC=CC=C2C(=O)N1N=CC3=C(C4=CC=CC=C4C=C3)O,0,1
135549760,281.26,C16H11NO4,79.1,2.6,21,2,4,2,C1=CC=C2C(=C1)C(=O)N=C(O2)C=CC3=CC(=C(C=C3)O)O,0,1
135549578,348.4,C20H20N4O2,86.4,2.6,26,3,3,6,CC1=C(C2=CC=CC=C2N1)C=NNC(=O)CNC(=O)CC3=CC=CC=C3,0,1
135549440,271.31,C15H17N3O2,66.5,3.3,20,2,4,5,CC1=C(NC(=C1C(=O)OC)C)C=NNC2=CC=CC=C2,0,1
135548689,362.4,C17H22N4O3S,111,3.3,25,2,6,5,COC1=CC(=CC(=C1O)OC)C=NN2C(=NNC2=S)C3CCCCC3,0,1
135548673,402.5,C18H18N4O3S2,132,3.4,27,2,8,6,CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=CSC(=N2)NN=CC3=CC=C(C=C3)O,0,1
135547303,382.4,C20H18N2O4S,113,4.4,27,2,6,6,CCC1=CC=C(C=C1)N=C2NC(=O)C(=CC3=CC=C(C=C3)OCC(=O)O)S2,0,1
135547301,491.4,C21H19BrN2O5S,123,5.1,30,2,7,7,CCC1=CC=C(C=C1)N=C2NC(=O)C(=CC3=CC(=C(C(=C3)Br)OCC(=O)O)OC)S2,0,1
135546946,310.3,C17H14N2O4,84.6,2.8,23,2,5,4,COC1=CC=C(C=C1)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,0,1
135546939,426.9,C25H19ClN4O,59,5.4,31,2,3,4,C1=CC=C(C=C1)C2C=C(NC3=C(C=NN23)C(=O)NC4=CC=C(C=C4)Cl)C5=CC=CC=C5,0,1
135546837,383.9,C20H18ClN3OS,72.2,4.7,26,1,3,2,CC1=CC=CC=C1N2C3=C(C(SCC(=O)N3)C4=CC=C(C=C4)Cl)C(=N2)C,0,1
135546743,399.4,C24H21N3O3,82.4,3.9,30,2,4,4,CC1=CC=C(C=C1)C2C3=C(C(=O)N2CC4=CC=CO4)NN=C3C5=C(C=CC(=C5)C)O,0,1
135546726,450.4,C23H20F2N6O2,92.5,2.5,33,1,7,4,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC(=CC=C4)F)C(=O)C5=CC=CC=C5F,0,1
135546055,377.4,C20H15N3O3S,111,2.9,27,2,6,3,CN1C(=C(SC1=NC2=CC=C(C=C2)C(=O)O)C=C3C=NC4=CC=CC=C43)O,0,1
135546030,242.3,C13H10N2OS,77.2,2.9,17,2,3,2,C1=CC=C2C(=C1)NC(=N2)C=C(C3=CC=CS3)O,0,1
135545037,394.29,C15H8F6N2O2S,90.3,5.7,26,1,11,4,C1=CC(=CC(=C1)N=NC(=C(C2=CC=CS2)O)C(=O)C(F)(F)F)C(F)(F)F,0,1
135544851,383.4,C23H17N3O3,94.8,4.1,29,3,5,4,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NN=CC4=CC(=C(C=C4)O)O,0,1
135544831,410.4,C15H14N4O8S,188,2.7,28,2,10,5,CC1=C(C=C(C=C1)S(=O)(=O)NN=CC2=CC(=C(C(=C2)OC)O)[N+](=O)[O-])[N+](=O)[O-],0,1
135544653,287.31,C15H17N3O3,87.2,2.1,21,1,6,3,CC1(CC2=CC(=C(C=C2C(=N1)C(=NO)C#N)OC)OC)C,0,1
135544648,369.28,C14H17BrN4OS,105,3.7,21,2,5,6,CCCCCSC1=NN=C(C(=O)N1)C2=C(C=CC(=C2)Br)N,0,1
135544645,386.8,C17H11ClN4O3S,133,2.4,26,2,6,5,C1=CC(=CC(=C1)Cl)NC(=O)CSC2=NC(=C(C(=O)N2)C#N)C3=CC=CO3,0,1
135543164,305.7,C14H8ClNO3S,87.1,3.1,20,1,5,2,C1=CSC(=C1)C(=CC2=NC3=C(C=CC(=C3)Cl)OC2=O)O,0,1
135543163,289.67,C14H8ClNO4,72,2.5,20,1,5,2,C1=COC(=C1)C(=CC2=NC3=C(C=CC(=C3)Cl)OC2=O)O,0,1
135541135,323.4,C10H9N7O2S2,179,0.3,21,3,8,4,CC1=NN=C(S1)NC(=O)CSC2=NC3=C(C=NN3)C(=O)N2,0,1
135541116,345.4,C10H11N5O5S2,200,-0.5,22,4,9,5,C1C(=O)NC(=NN=C2NC(=O)C(S2)CC(=O)NCC(=O)O)S1,0,1
135541106,210.26,C8H10N4OS,95.4,1.1,14,2,4,2,CC(C)SC1=NC2=C(C=NN2)C(=O)N1,0,1
135538542,354.3,C18H15FN4O3,94,2.5,26,3,6,5,C1=CC=C(C=C1)NN=CC2=C(N(C(=O)NC2=O)CC3=CC=C(C=C3)F)O,0,1
135537585,271.27,C14H13N3O3,90.4,3.8,20,2,5,3,CC(=NNC1=CC=CC=C1[N+](=O)[O-])C2=CC=CC=C2O,0,1
135536561,470.1,C15H10Br2N4O2S,113,3.9,24,3,5,3,C1=CC=C(C=C1)C2=NNC(=S)N2N=CC3=CC(=C(C(=C3O)Br)O)Br,0,1
135536560,375.2,C15H11BrN4OS,92.3,3.6,22,2,4,3,C1=CC=C(C=C1)C2=NNC(=S)N2N=CC3=CC(=C(C=C3)O)Br,0,1
135536434,310.4,C16H14N4OS,92.3,3.3,22,2,4,3,CC1=C(C(=CC=C1)C=NN2C(=NNC2=S)C3=CC=CC=C3)O,0,1
135536433,484.2,C16H12Br2N4O2S,113,4.3,25,3,5,3,CC1=C(C(=C(C(=C1Br)O)Br)O)C=NN2C(=NNC2=S)C3=CC=CC=C3,0,1
135535982,297.4,C16H15N3OS,71.7,3.2,21,1,3,2,CC1=CC=CC=C1N=C2NC(=O)C(=CC3=CC=CN3C)S2,0,1
135535958,279.72,C14H14ClNO3,58.9,3.5,19,1,4,2,CC(C)(C)C(=CC1=NC2=C(C=CC(=C2)Cl)OC1=O)O,0,1
135535946,312.39,C13H20N4O3S,110,0.9,21,2,6,5,CCCCN1C(=C(C(=O)NC1=S)C=NN2CCOCC2)O,0,1
135535708,228.27,C9H12N2O3S,104,1.2,15,2,5,5,CCCCSC1=NC(=CC(=O)N1)C(=O)O,0,1
135534180,325.27,C17H11NO6,116,2.5,24,3,7,3,C1=CC=C2C(=C1)C(=C(C(=O)O2)C=NC3=CC(=C(C=C3)O)C(=O)O)O,0,1
135533700,426.5,C22H26N4O5,113,2.5,31,3,7,8,CCN(CC)C1=CC(=C(C=C1)C=NNC(=O)CNC(=O)C2COC3=CC=CC=C3O2)O,0,1
135530981,468.6,C24H28N4O4S,99.7,2.7,33,1,6,5,CC1=CC=C(C=C1)C2=C(C(=NCC(=O)N3CCN(CC3)C4=CC=C(C=C4)OC)NS2(=O)=O)C,0,1
135527154,269.25,C14H11N3O3,90.8,0.4,20,3,4,1,CC1=NC2=CC=CC=C2C1=CC3=C(NC(=O)NC3=O)O,0,1
135521778,279.29,C16H13N3O2,77.5,3.4,21,3,3,3,C1=CC=C2C=C(C(=CC2=C1)C(=O)NN=CC3=CC=CN3)O,0,1
135521632,305.4,C15H15NO4S,107,3.4,21,2,6,5,CCOC(=O)C1=C(C=C(S1)N=CC2=C(C=C(C=C2)O)O)C,0,1
135521628,356.5,C19H24N4OS,76.2,3.6,25,1,4,6,CC1=CC(=C(N1C2=CC=CC=C2)C)C3=NNC(=NCCCOC)SC3,0,1
135521622,375.5,C17H17N3O3S2,142,3.2,25,3,7,4,CC(C)N=C1N(C(=CS1)C2=CC=CS2)N=CC3=C(C(=C(C=C3)O)O)O,0,1
135521620,425.9,C22H24ClN5O2,78.3,2.3,30,2,5,5,CC1=CC(=O)NC(=N1)NN=CC2=C(C(=CC3=CC=C(C=C3)Cl)CC2)N4CCOCC4,0,1
135521612,370.8,C19H19ClN4O2,77.8,3.6,26,2,5,4,CC(C)(C)NN=CC1=C(N(C(=O)C2=CC=CC=C21)C3=NC=C(C=C3)Cl)O,0,1
135521600,406.5,C22H22N4O2S,87.5,4.4,29,1,5,5,CC1=C(C2=CC=CC=C2N1)C=NN3C(=CSC3=NC)C4=C(C=CC(=C4)OC)OC,0,1
135521597,297.4,C18H23N3O,47.9,4.4,22,2,4,6,CCN(CC)C1=CC(=C(C=C1)C=NNC2=CC=CC(=C2)C)O,0,1
135521596,332.4,C20H16N2O3,85.4,4.1,25,3,5,4,C1=CC=C(C=C1)C(=NN=CC2=C(C(=C(C=C2)O)O)O)C3=CC=CC=C3,0,1
135521594,312.32,C16H16N4O3,91.8,3,23,3,6,5,COC1=CC(=CC(=C1O)OC)C=NNC2=NC3=CC=CC=C3N2,0,1
135521592,344.4,C21H16N2O3,82.2,4.1,26,2,5,5,C1=CC=C(C=C1)C(=NN=CC2=CC(=C(C=C2)O)O)C(=O)C3=CC=CC=C3,0,1
135521591,391.5,C17H17N3O4S2,151,2.3,26,3,8,6,COCCN=C1N(C(=CS1)C2=CC=CS2)N=CC3=C(C(=C(C=C3)O)O)O,0,1
135521589,333.9,C18H24ClN3O,47.9,NULL,23,3,4,6,CCN(CC)C1=CC(=C(C=C1)C=NNC2=CC=C(C=C2)C)O.Cl,0,2
135521588,347.4,C15H13N3O3S2,142,2.5,23,3,7,3,CN=C1N(C(=CS1)C2=CC=CS2)N=CC3=C(C(=C(C=C3)O)O)O,0,1
135521584,472.6,C28H32N4O3,77.4,3.8,35,2,6,9,COC1=C(C=CC(=C1)C=NNC(=O)CCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)O,0,1
135521583,363.63,C16H12BrClN2O,48.4,5,21,2,2,2,CC1=CC(=CC=C1)N=CC2=C(C3=C(N2)C=CC(=C3Cl)Br)O,0,1
135521579,436.5,C23H24N4O3S,96.7,3.7,31,1,6,8,COCCN=C1N(C(=CS1)C2=C(C=CC(=C2)OC)OC)N=CC3=CNC4=CC=CC=C43,0,1
135521572,285.29,C16H13F2N3,40.2,4.3,21,2,4,3,CC1=C(C2=CC=CC=C2N1)C=NNC3=C(C=C(C=C3)F)F,0,1
135521549,324.33,C17H16N4O3,103,2.6,24,4,5,4,CCC(=NNC1=CC=CC2=CC=CC=C21)C3=C(NC(=O)NC3=O)O,0,1
135521538,386.9,C19H19ClN4OS,87.1,NULL,26,3,4,3,CC1=C(C2=CC=CC=C2N1)C3=NNC(=NC4=CC=C(C=C4)OC)SC3.Cl,0,2
135521534,304.8,C14H9ClN2O2S,79.9,3.8,20,1,4,2,C1=COC(=C1)C=C2C(=NC3=CC=C(C=C3)Cl)NC(=O)S2,0,1
135521530,380.4,C20H20N4O4,103,3.1,28,3,6,5,CC1=C(C=C(C=C1)N2C(=C(C(=O)NC2=O)C=NNC3=CC=C(C=C3)OC)O)C,0,1
135521526,383.5,C18H17N5OS2,96,3.8,26,2,5,5,CC1=C(C=[N+](C=C1)C2=C(SC(=O)N2)C=NNC(=NC3=CC=CC=C3)[S-])C,0,1
135521515,369.5,C17H15N5OS2,96,3.4,25,2,5,5,CC1=CC=[N+](C=C1)C2=C(SC(=O)N2)C=NNC(=NC3=CC=CC=C3)[S-],0,1
135521511,383.5,C18H17N5OS2,96,3.8,26,2,5,5,CC1=CC(=C[N+](=C1)C2=C(SC(=O)N2)C=NNC(=NC3=CC=CC=C3)[S-])C,0,1
135521509,390.11,C14H18Br2N2O,35.8,4.9,19,1,3,2,CC1CCCC(N1N=CC2=CC(=C(C(=C2)Br)O)Br)C,0,1
135521489,311.29,C12H10FN3O4S,133,1.2,21,3,7,3,C1C(SC(=NNC(=O)C2=CC=C(C=C2)F)NC1=O)C(=O)O,0,1
135521485,288.33,C13H12N4O2S,122,1.4,20,4,5,3,C1=CC(=C(C(=C1)O)O)C=NNC(=S)NC2=CN=CC=C2,0,1
135521478,291.28,C12H9N3O4S,136,2.9,20,2,6,3,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C=NNC(=O)C2=CC=CS2,0,1
135521476,362.4,C20H18N4O3,99.6,3,27,3,5,4,COC1=CC=CC(=C1O)C=NNC(=O)C2=C3CCC4=CC=CC=C4C3=NN2,0,1
135521473,337.4,C17H12FN5S,87.9,3.5,24,2,4,3,C1=CC=C2C(=C1)C(=CN2)C=NN3C(=NNC3=S)C4=CC=C(C=C4)F,0,1
135521470,325.32,C17H15N3O4,92.5,2.2,24,2,6,4,COC1=CC(=CC(=C1O)OC)C=NN=C2C3=CC=CC=C3NC2=O,0,1
135521466,233.18,C9H7N5O3,109,0.6,17,1,6,2,C1=CC(=C(C=C1[N+](=O)[O-])C=NN2C=NN=C2)O,0,1
135521449,414.4,C20H18N2O6S,147,4,29,2,8,7,CCOC(=O)C1=C(SC(=C1C)C(=O)C)NC(=O)C2=NOC(=C2)C3=CC=C(C=C3)O,0,1
135521448,278.3,C18H18N2O,45.2,4.8,21,2,3,2,CC1=C(C(=CC=C1)NC2=NC3=C(C(=C2)C)C(=CC=C3)O)C,0,1
135521439,274.28,C13H14N4O3,99.7,0.8,20,3,5,4,CC1=NC=CN1CC(=O)NN=CC2=CC(=C(C=C2)O)O,0,1
135521430,429.5,C19H19N5O3S2,179,2.4,29,4,7,6,CC1=CC(=CC(=C1)NC(=O)CSC2=NC(=C(C(=O)N2)NC(=O)C3=CC=CS3)N)C,0,1
135521421,303.34,C14H13N3O3S,116,1.9,21,2,6,5,C1=CC=C(C=C1)C=CC=NN=C2NC(=O)C(S2)CC(=O)O,0,1
135521417,312.3,C15H12N4O2S,116,3,22,2,6,3,CC1=C(SN=N1)C(=O)NN=CC2=C(C3=CC=CC=C3C=C2)O,0,1
135521415,383.5,C18H17N5OS2,96,3.9,26,2,5,6,CCC1=C[N+](=CC=C1)C2=C(SC(=O)N2)C=NNC(=NC3=CC=CC=C3)[S-],0,1
135521410,370.2,C14H16BrN3O4,100,2.1,22,3,5,5,CCOC1=C(C(=CC(=C1)C=NNC(=O)C(=O)NC2CC2)Br)O,0,1
135521402,422.4,C22H22N4O5,119,3.3,31,1,6,6,CC(C)N1C(=O)C(=C(N(C1=O)CCC2=CC=CC=C2)O)C=NC3=CC(=CC=C3)[N+](=O)[O-],0,1
135521318,434.5,C17H22N8O4S,168,0.8,30,3,8,5,CCC(C)N1C(=C(C(=O)NC1=S)C=NNC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C)O,0,1
135520069,306.4,C15H22N4OS,94.9,2.7,21,2,4,3,CC1=C(NC(=C1C(=O)C)C)C2=NNC(=NC(C)(C)C)SC2,0,1
135520068,332.9,C16H17ClN4S,67,4,22,1,3,2,CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C3=NNC(=NC)SC3,0,1
135520062,365.4,C20H19N3O4,107,3,27,4,5,4,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)NN=CC3=C(C(=C(C=C3)O)O)O,0,1
135520055,341.4,C17H15N3O3S,113,3.5,24,2,6,5,CC(=NNC(=O)CSC1=NC2=CC=CC=C2O1)C3=CC=C(C=C3)O,0,1
135520054,371.4,C19H17NO5S,117,4,26,2,7,6,COC1=CC(=CC(=C1O)OC)C=C(CC(=O)O)C2=NC3=CC=CC=C3S2,0,1
135520053,313.4,C16H15N3O2S,82.7,3,22,2,4,4,CC1=C(C2=CC=CC=C2N1)C=NNS(=O)(=O)C3=CC=CC=C3,0,1
135520051,328.82,C13H17ClN4O2S,108,NULL,21,2,5,4,CCCCN=C1NN=C(CS1)C2=CC(=CC=C2)[N+](=O)[O-].Cl,0,2
135520045,359.2,C14H12Cl2N2O3S,87.1,3.6,22,2,5,4,CC(=NNS(=O)(=O)C1=CC=CC=C1)C2=C(C(=CC(=C2)Cl)Cl)O,0,1
135520041,419.14,C13H13Br2N3OS,73.5,4,20,1,4,3,CCN=C1N(C(=CS1)C)N=CC2=CC(=C(C(=C2)Br)O)Br,0,1
135520040,334.4,C20H18N2O3,76.3,4.1,25,3,5,5,C1=CC=C(C=C1)CN(C2=CC=CC=C2)N=CC3=C(C(=C(C=C3)O)O)O,0,1
135520036,291.4,C15H21N3OS,88.7,3.3,20,3,3,3,CC(=NNC(=S)NC1CCCCC1)C2=CC=C(C=C2)O,0,1
135520027,378.4,C16H18N4O5S,156,0.9,26,4,9,5,C1COCCN1C2=NC(=CS2)CC(=O)NN=CC3=C(C(=C(C=C3)O)O)O,0,1
135520011,405.11,C12H11Br2N3OS,73.5,3.7,19,1,4,2,CC1=CSC(=NC)N1N=CC2=CC(=C(C(=C2)Br)O)Br,0,1
135520006,317.3,C15H15N3O5,109,3.5,23,2,7,5,COC1=CC(=CC(=C1O)OC)C=NNC2=CC=CC=C2[N+](=O)[O-],0,1
135520004,371.65,C15H16BrClN2O2,53.8,NULL,21,3,4,4,CC1=CC=C(C=C1)NN=CC2=CC(=C(C(=C2)Br)O)OC.Cl,0,2
135520003,302.4,C20H18N2O,35.8,4.8,23,1,3,5,C1=CC=C(C=C1)CN(C2=CC=CC=C2)N=CC3=CC=C(C=C3)O,0,1
135520001,292.28,C15H14F2N2O2,53.8,3.6,21,2,6,4,CC(=NNC1=C(C=C(C=C1)F)F)C2=C(C=C(C=C2)OC)O,0,1
135519998,335.2,C15H15BrN2O2,53.8,4.2,20,2,4,4,CC1=CC(=CC=C1)NN=CC2=CC(=C(C(=C2)Br)O)OC,0,1
135519996,403.5,C19H21N3O5S,128,2.1,28,3,7,5,C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NN=CC3=CC(=C(C=C3)O)O,0,1
135519991,262.25,C14H12F2N2O,44.6,3.6,19,2,5,3,CC(=NNC1=C(C=C(C=C1)F)F)C2=CC=CC=C2O,0,1
135519988,273.24,C13H11N3O4,111,2.7,20,3,6,3,C1=CC(=CC(=C1)[N+](=O)[O-])NN=CC2=C(C(=CC=C2)O)O,0,1
135519987,354.4,C18H18N4O4,97.4,3,26,2,6,5,CC1=C(N=C2N1C=CC=C2)C(=O)NN=CC3=CC(=C(C(=C3)OC)O)OC,0,1
135519980,326.13,C12H11IN2O,36.5,NULL,16,1,3,2,C1=CC=[N+](C=C1)N=CC2=CC=CC=C2O.[I-],0,2
135519978,294.27,C15H13F3N2O,44.6,4.3,21,2,6,3,CC(=NNC1=CC=CC(=C1)C(F)(F)F)C2=CC=C(C=C2)O,0,1
135519977,295.4,C16H13N3OS,80,2.8,21,2,3,3,C1=CC=C(C=C1)C2=CN(C(=S)N2)N=CC3=CC=C(C=C3)O,0,1
135519976,238.24,C11H14N2O4,85.5,0.7,17,3,6,2,C1COCCN1N=CC2=C(C(=C(C=C2)O)O)O,0,1
135519966,427.5,C20H21N5O4S,136,2.3,30,2,8,8,CN1C=NN=C1SCC2=CC=C(C=C2)C(=O)NN=CC3=CC(=C(C(=C3)OC)O)OC,0,1
135519963,303.4,C15H17N3O2S,96.2,2.8,21,1,5,4,CC1=CC(=C(C=C1C)C(=O)CSC2=NN=C(C(=O)N2)C)C,0,1
135519959,265.33,C12H15N3O2S,89.2,1.1,18,2,4,2,C1COCCN1C(=S)NN=CC2=CC=C(C=C2)O,0,1
135519958,339.4,C18H17N3O2S,106,4.1,24,3,6,5,CC1=NC(=CS1)CC(=NNC2=CC=CC=C2)C3=C(C=C(C=C3)O)O,0,1
135519955,317.35,C14H19N7O2,128,2.6,23,5,9,7,CCNC1=NC(=NC(=N1)NN=CC2=CC(=C(C=C2)O)O)NCC,0,1
135519953,263.32,C12H13N3O2S,120,1.9,18,3,6,3,CC1=NC(=CS1)CC(=NN)C2=C(C=C(C=C2)O)O,0,1
135519950,351.34,C14H13N3O6S,153,2,24,3,8,4,CC1=C(C=C(C=C1)S(=O)(=O)NN=CC2=CC(=C(C=C2)O)O)[N+](=O)[O-],0,1
135519945,212.25,C13H12N2O,44.6,3.2,16,2,3,3,C1=CC=C(C=C1)NN=CC2=CC=C(C=C2)O,0,1
135519944,361.3,C15H13BrN4S,69,3.7,21,1,3,3,CN=C1N(C(=CS1)C2=CC=CC=C2Br)N=CC3=CC=CN3,0,1
135519941,299.4,C16H17N3OS,88.7,3.4,21,3,3,3,CC1=CC=CC=C1NC(=S)NN=C(C)C2=CC=C(C=C2)O,0,1
135519939,361.2,C11H9BrN2O3S2,120,2.8,19,1,6,3,COC1=C(C(=CC(=C1)C=NN2C(=O)CSC2=S)Br)O,0,1
135519935,375.4,C17H17N3O5S,136,1.7,26,3,8,6,COCCN=C1N(C(=CS1)C2=CC=CO2)N=CC3=C(C(=C(C=C3)O)O)O,0,1
135519933,289.35,C14H15N3O2S,80.5,2.7,20,1,5,3,C=CCN=C1NN=C(CS1)C2=CC3=C(C=C2)OCCO3,0,1
135519929,347.4,C21H21N3O2,77.7,4.4,26,3,5,6,CCC1=CC(=C(C=C1O)O)C(=NNC2=CC=CC=C2)CC3=CC=CC=N3,0,1
135519926,449.5,C20H23N3O7S,135,1.2,31,2,9,7,COC1=CC(=CC(=C1O)OC)C=NNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,0,1
135519925,399.8,C20H18ClN3O4,96.9,2.3,28,2,5,7,CC1=C(C=C(C=C1)NC(=O)COC(=O)CCC2=NC3=CC=CC=C3C(=O)N2)Cl,0,1
135519918,427.5,C20H21N5O4S,121,0.8,30,1,8,7,CCN(CC1=CC(=O)N2C=CSC2=N1)CC3=NC4=CC(=C(C=C4C(=O)N3)OC)OC,0,1
135519915,313.4,C17H15NO3S,79.8,4.3,22,1,5,4,COC1=CC(=CC(=C1O)OC)C=CC2=NC3=CC=CC=C3S2,0,1
135519913,315.3,C15H13N3O3S,107,2.3,22,2,6,3,CN=C1N(C(=CS1)C2=CC=CO2)N=CC3=CC(=C(C=C3)O)O,0,1
135519912,335.4,C19H17N3O3,80.3,2.8,25,1,5,4,CN1C2=CC=CC=C2N=C1C(=CC3=CC(=C(C(=C3)OC)O)OC)C#N,0,1
135519910,278.3,C17H14N2O2,64.8,4.1,21,3,4,3,C1=CC=C2C=C(C=CC2=C1)NN=CC3=C(C=C(C=C3)O)O,0,1
135519906,266.29,C16H14N2O2,66.1,2.7,20,1,4,4,CCOC1=C(C=CC(=C1)C=C(C#N)C2=CC=CC=N2)O,0,1
135519897,322.4,C17H18N6O,83.7,1.9,24,2,4,4,CC1=CC(=O)NC(=N1)NN=CC2=C(N(N=C2C)C3=CC=CC=C3)C,0,1
135519896,343.4,C17H14FN3O2S,93.7,3.3,24,2,6,3,CN=C1N(C(=CS1)C2=CC=C(C=C2)F)N=CC3=CC(=C(C=C3)O)O,0,1
135519893,341.28,C15H14F3N3O3,76,3.3,24,2,9,5,COC1=CC(=CC(=C1O)OC)C=NNC2=NC=C(C=C2)C(F)(F)F,0,1
